KO,EC,RXN
K03644,2.8.1.8,R07767;R07767  [protein]-N6-(octanoyl)-L-lysine:an [Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase;R12423;R12423  [lipoyl-carrier protein E2]-N6-(octanoyl)-L-lysine:[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase;R12424;R12424  [glycine cleavage system H]-N6-octanoyl-L-lysine:[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase
K03645,,
K03646,,
K03647,,
K03648,3.2.2.27,
K03650,,R08701;R08701  tRNA uridine 5-carboxymethylaminomethyl modification
K03651,3.1.4.53,"R00191;R00191  adenosine 3',5'-phosphate 5'-nucleotidohydrolase"
K03652,3.2.2.21,
K03654,5.6.2.4,
K03655,5.6.2.4,
K03656,5.6.2.4,
K03657,5.6.2.4,
K03658,5.6.2.4,
K03664,,
K03665,,
K03666,,
K03667,,
K03668,,
K03669,,
K03670,,
K03671,,
K03672,1.8.1.8,
K03673,1.8.4.15,
K03676,,
K03679,,
K03683,,
K03684,3.1.13.5,
K03685,3.1.26.3,
K03686,,
K03687,,
K03688,,
K03693,,
K03694,,
K03695,,
K03696,,
K03697,,
K03698,,
K03699,,
K03701,,
K03702,,
K03703,,
K03704,,
K03705,,
K03707,3.5.99.2,R02133;R02133  thiamin hydrolase;R09993;R09993  4-amino-5-aminomethyl-2-methylpyrimidine aminohydrolase
K03708,,
K03709,,
K03710,,
K03711,,
K03713,,
K03717,,
K03718,,
K03719,,
K03721,,
K03722,5.6.2.3,
K03723,5.6.2.4,
K03724,5.6.2.4;5.6.2.6,
K03726,5.6.2.4,
K03727,5.6.2.6,
K03732,5.6.2.7,
K03733,,
K03734,2.7.1.180,
K03735,4.3.1.7,R00749;R00749  ethanolamine ammonia-lyase (acetaldehyde-forming)
K03737,1.2.7.1,R01196;R01196  pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating);R10866;R10866  pyruvate:flavodoxin 2-oxidoreductase (CoA-acetylating)
K03738,1.2.7.5,R08571;R08571  glyceraldehyde ferredoxin oxidoreductase
K03740,,R12812;R12812  ;R12863;R12867;R12871;R12873;R12875;R12904
K03741,1.20.4.4,
K03742,3.5.1.42,R02322;R02322  nicotinamide-D-ribonucleotide amidohydrolase
K03743,3.5.1.42,R02322;R02322  nicotinamide-D-ribonucleotide amidohydrolase
K03744,,
K03746,,
K03748,,
K03749,,
K03750,2.10.1.1,R09735;R09735  adenylyl-molybdopterin:molybdate molybdate transferase (AMP-forming)
K03752,2.7.7.77,R11581;R11581  GTP:molybdenum cofactor guanylyltransferase
K03753,,
K03755,,
K03756,,
K03757,,
K03758,,
K03759,,
K03760,2.7.8.43,R11555;R11555  phosphatidylethanolamine:KDO2-lipid-A ethanolaminephosphotransferase;R11556;R11556  phosphatidylethanolamine:KDO2-lipid-A ethanolaminephosphotransferase;R11557;R11557  phosphatidylethanolamine:KDO2-lipid-A-1-(2-aminoethyl diphosphate) ethanolaminephosphotransferase;R12202;R12202  phosphatidylethanolamine:1-dephospho-KDO2-lipid-A ethanolaminephosphotransferase
K03761,,
K03762,,
K03763,2.7.7.7,
K03765,,
K03767,5.2.1.8,
K03768,5.2.1.8,
K03769,5.2.1.8,
K03770,5.2.1.8,
K03771,5.2.1.8,
K03772,5.2.1.8,
K03773,5.2.1.8,
K03775,5.2.1.8,
K03776,,
K03777,1.1.5.12,R00704;R00704  (R)-lactate:NAD+ oxidoreductase;R11591;R11591  (R)-lactate:quinone 2-oxidoreductase
K03778,1.1.1.28,R00704;R00704  (R)-lactate:NAD+ oxidoreductase
K03779,4.2.1.32,"R00339;R00339  (R,R)-tartrate hydro-lyase (oxaloacetate-forming)"
K03781,1.11.1.6,R00009;R00009  hydrogen-peroxide:hydrogen-peroxide oxidoreductase;R00602;R00602  methanol:hydrogen-peroxide oxidoreductase;R02670
K03782,1.11.1.21,R00602;R00602  methanol:hydrogen-peroxide oxidoreductase;R00698;R00698  L-phenylalanine:oxygen oxidoreductase (decarboxylating);R02596;R02596  donor:hydrogen-peroxide oxidoreductase;R02670;R03919;R03919  donor:hydrogen-peroxide oxidoreductase;R04007;R04007  donor:hydrogen-peroxide oxidoreductase;R07443;R07443  donor:hydrogen-peroxide oxidoreductase;R11906;R11906  isoniazid:hydrogen-peroxide oxidoreductase
K03783,2.4.2.1,R01561;R01561  adenosine:phosphate alpha-D-ribosyltransferase;R01863;R01863  inosine:phosphate alpha-D-ribosyltransferase;R01969;R01969  deoxyguanosine:orthophosphate ribosyltransferase;R02147;R02147  guanosine:phosphate alpha-D-ribosyltransferase;R02294;R02294  N-ribosylnicotinamide:orthophosphate ribosyltransferase;R02295;R02295  nicotinate D-ribonucleoside:orthophosphate ribosyltransferase;R02297;R02297  xanthosine:orthophosphate ribosyltransferase;R02557;R02557  deoxyadenosine:orthophosphate ribosyltransferase;R02748;R02748  deoxyinosine:orthophosphate ribosyltransferase;R08368;R08368  purine-nucleoside:phosphate ribosyltransferase;R10244;R10244  purine-deoxynucleoside:phosphate ribosyltransferase
K03784,2.4.2.1,R01561;R01561  adenosine:phosphate alpha-D-ribosyltransferase;R01863;R01863  inosine:phosphate alpha-D-ribosyltransferase;R01969;R01969  deoxyguanosine:orthophosphate ribosyltransferase;R02147;R02147  guanosine:phosphate alpha-D-ribosyltransferase;R02294;R02294  N-ribosylnicotinamide:orthophosphate ribosyltransferase;R02295;R02295  nicotinate D-ribonucleoside:orthophosphate ribosyltransferase;R02297;R02297  xanthosine:orthophosphate ribosyltransferase;R02557;R02557  deoxyadenosine:orthophosphate ribosyltransferase;R02748;R02748  deoxyinosine:orthophosphate ribosyltransferase;R08368;R08368  purine-nucleoside:phosphate ribosyltransferase;R10244;R10244  purine-deoxynucleoside:phosphate ribosyltransferase
K03785,4.2.1.10,R03084;R03084  3-dehydroquinate hydro-lyase
K03786,4.2.1.10,R03084;R03084  3-dehydroquinate hydro-lyase
K03787,3.1.3.5;3.1.3.6,R00183;R00183  adenosine 5'-monophosphate phosphohydrolase;R00511;R00511  cytidine-5'-monophosphate phosphohydrolase;R00963;R00963  uridine 5'-monophosphate phosphohydrolase;R01126;R01126  inosine 5'-monophosphate phosphohydrolase;R01227;R01227  guanosine 5'-monophosphate phosphohydrolase;R01562;R01562  adenosine 3'-phosphate phosphohydrolase;R01569;R01569  thymidylate 5'-phosphohydrolase;R01664;R01664  2'-deoxycytidine 5'-monophosphate phosphohydrolase;R01877;R01877  uridine 3'-monophosphate phosphohydrolase;R01968;R01968  2'-deoxyguanosine 5'-monophosphate phosphohydrolase;R02088;R02088  2'-deoxyadenosine 5'-monophosphate phosphohydrolase;R02102;R02102  2'-deoxyuridine 5'-monophosphate phosphohydrolase;R02148;R02148  guanosine 3'-phosphate phosphohydrolase;R02323;R02323  nicotinamide ribonucleotide phosphohydrolase;R02370;R02370  cytidine 3'-phosphate phosphohydrolase;R02719;R02719  xanthosine 5'-phosphate phosphohydrolase;R03346;R03346  nicotinate D-ribonucleotide phosphohydrolase;R12958;R12958  dIMP phosphohydrolase
K03788,3.1.3.2,R00548;R00548  riboflavin-5-phosphate phosphohydrolase
K03789,2.3.1.266,
K03790,2.3.1.267,
K03795,4.99.1.3,R05807;R05807  sirohydrochlorin cobalt-lyase
K03796,,
K03797,3.4.21.102,
K03798,,
K03799,,
K03800,6.3.1.20,R07770;R07770  ;R07771;R11143;R11143  [lipoyl-carrier protein]-L-lysine:lipoate ligase (AMP-forming);R12429;R12429  [lipoyl-carrier protein E2]-L-lysine:octanoate ligase (AMP-forming);R12433;R12433  [glycine cleavage system H]-L-lysine:(R)-lipoate ligase (AMP-forming);R12434;R12449;R12449  [lipoyl-carrier protein E2]-L-lysine:(R)-lipoate ligase (AMP-forming)
K03801,2.3.1.181,R07766;R07766  octanoyl-[acp]:protein N6-octanoyltransferase;R07769;R07769  lipoyl-[acp]:protein N6-lipoyltransferase;R12427;R12427  octanoyl-[acp]:lipoyl-carrier-protein-E2 N-octanoyltransferase;R12428;R12428  octanoyl-[acp]:glycine-cleavage-system-H N-octanoyltransferase
K03804,,
K03806,3.5.1.28,
K03807,,
K03808,,
K03809,1.6.5.2,R02964;R02964  NADH:menaquinone oxidoreductase;R03643;R03643  NADH:(quinone-acceptor) oxidoreductase;R03816;R03816  NADH:phylloquinone oxidoreductase
K03810,,
K03811,,
K03814,2.4.99.28,
K03816,2.4.2.22,R01229;R01229  GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase;R02142;R02142  XMP:pyrophosphate phosphoribosyltransferase
K03817,,
K03818,,
K03820,2.3.1.269,
K03821,2.3.1.304,R04254;R04254  
K03822,,
K03824,,
K03825,2.3.1.53,R00693;R00693  acetyl-CoA:L-phenylalanine N-acetyltransferase
K03827,,
K03828,,
K03830,,
K03832,,
K03833,,
K03835,,
K03836,,
K03837,,
K03839,,
K03840,,
K03856,2.5.1.54,"R01826;R01826  phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)"
K03885,1.6.5.9,
K03887,7.1.1.8,
K03888,7.1.1.8,
K03889,7.1.1.8,
K03890,7.1.1.8,
K03892,,
K03893,,
K03919,1.14.11.33,
K03923,1.6.5.10,
K03924,,
K03925,,
K03928,3.1.1.1,
K03929,,
K03930,,
K03931,,
K03932,,
K03969,,
K03972,,
K03973,,
K03976,,
K03977,,
K03978,,
K03979,,
K03980,,
K03981,5.3.4.1,
K04014,,
K04015,,
K04016,,R05712;R05712  ammonia:ferricytochrome-c oxidoreductase
K04019,,R00749;R00749  ethanolamine ammonia-lyase (acetaldehyde-forming)
K04021,,R00228;R00228  acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)
K04029,,
K04030,,
K04031,,
K04033,,
K04034,1.21.98.3,"R06268;R06268  magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating);R06269;R06269  magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating);R06270;R06270  magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating)"
K04038,1.3.7.7,"R06282;R06282  ATP-dependent ferredoxin:protochlorophyllide-a 7,8-oxidoreductase"
K04041,3.1.3.11,"R00762;R00762  D-fructose-1,6-bisphosphate 1-phosphohydrolase;R04780;R04780  beta-D-fructose 1,6-bisphosphate 1-phosphohydrolase"
K04042,2.3.1.157;2.7.7.23,R00416;R00416  UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase;R05332;R05332  acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase
K04043,,
K04044,,
K04046,,
K04047,,
K04057,,
K04058,,
K04059,,
K04061,,
K04063,1.11.1.28,
K04064,,
K04066,5.6.2.4,
K04068,1.97.1.4,"R04710;R04710  protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)"
K04069,1.97.1.4,"R04710;R04710  protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)"
K04070,1.97.1.4,
K04072,1.1.1.1;1.2.1.10,"R00228;R00228  acetaldehyde:NAD+ oxidoreductase (CoA-acetylating);R00623;R00623  primary_alcohol:NAD+ oxidoreductase;R00754;R00754  ethanol:NAD+ oxidoreductase;R01172;R01172  butanal:NAD+ oxidoreductase (CoA-acylating);R04880;R04880  3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;R05233;R05233  trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R05234;R05234  cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R06917;R06917  1-hydroxymethylnaphthalene:NAD+ oxidoreductase;R06927;R06927  (2-naphthyl)methanol:NAD+ oxidoreductase"
K04074,,
K04075,6.3.4.19,R09597;R09597  L-lysine:[tRNA(Ile2)]-cytidine34 ligase (AMP-forming)
K04076,3.4.21.53,
K04077,5.6.1.7,
K04078,,
K04079,,
K04082,,
K04083,,
K04084,1.8.4.16,
K04085,,
K04086,,
K04087,,
K04088,,
K04090,1.2.7.8,
K04091,1.14.14.34;1.14.14.5,"R07210;R07210  alkanesulfonate,reduced-FMN:oxygen oxidoreductase;R10206;R10206  methanesulfonate,FMNH2:oxygen oxidoreductase"
K04093,5.4.99.5,R01715;R01715  chorismate pyruvatemutase
K04094,2.1.1.74,
K04095,2.7.7.108,
K04096,,
K04098,1.13.11.37,"R03891;R03891  benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing);R04061;R04061  benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)"
K04104,,
K04333,,
K04334,,
K04335,,
K04336,,
K04338,,
K04477,,
K04479,2.7.7.7,
K04483,,
K04485,,
K04486,3.1.3.15,R03013;R03013  L-histidinol-phosphate phosphohydrolase
K04487,2.8.1.7,R07460;R07460  L-cysteine:[enzyme]-cysteine sulfurtransferase;R11528;R11528  L-cysteine:sulfur-acceptor sulfurtransferase;R11529;R11529  [enzyme]-S-sulfanylcysteine:sulfur-acceptor sulfurtransferase
K04488,,
K04516,5.4.99.5,R01715;R01715  chorismate pyruvatemutase
K04517,1.3.1.12,R01728;R01728  prephenate:NAD+ oxidoreductase(decarboxylating)
K04518,4.2.1.51, L-phenylalanine-forming); phenylpyruvate-forming);R00691;R00691  L-arogenate hydro-lyase (decarboxylating;R01373;R01373  prephenate hydro-lyase (decarboxylating
K04561,1.7.2.5,R00294;R00294  nitrous-oxide:ferricytochrome-c oxidoreductase
K04562,,
K04564,1.15.1.1,
K04565,1.15.1.1,
K04566,6.1.1.6,R03658;R03658  L-lysine:tRNALys ligase (AMP-forming)
K04567,6.1.1.6,R03658;R03658  L-lysine:tRNALys ligase (AMP-forming)
K04651,,
K04652,,
K04654,,
K04655,,
K04656,,
K04691,,
K04720,4.1.1.81,R06530;R06530  L-threonine-O-3-phosphate carboxy-lyase
K04744,,
K04748,,R00294;R00294  nitrous-oxide:ferricytochrome-c oxidoreductase
K04751,,
K04752,,
K04753,,
K04754,,
K04759,,
K04760,,
K04761,,
K04762,,
K04763,,
K04765,3.6.1.9,R00087;R00087  ATP diphosphohydrolase (diphosphate-forming);R00103;R00103  NAD+ phosphohydrolase;R00287;R00287  UDP-glucose glucophosphohydrolase;R00426;R00426  GTP diphosphohydrolase (diphosphate-forming);R00515;R00515  CTP diphosphohydrolase (diphosphate-forming);R00662;R00662  uridine triphosphate pyrophosphohydrolase;R03004;R03004  deamino-NAD+ nucleotidohydrolase;R03036;R03036  dephospho-CoA nucleotidohydrolase;R11323;R11323  dTTP diphosphohydrolase
K04767,,
K04768,,
K04770,,
K04771,3.4.21.107,
K04772,,
K04773,,
K04774,,
K04775,,
K04780,6.2.1.66,
K04781,4.2.99.21;5.4.4.2,R06602;R06602  isochorismate pyruvate-lyase (salicylate-forming)
K04783,,
K04784,,
K04785,,
K04786,,
K04789,,
K04795,,
K04800,,
K04835,4.3.1.2,R03696;R03696  L-threo-3-methylaspartate ammonia-lyase
K05020,,
K05245,,
K05337,,
K05339,,
K05340,,
K05341,2.4.1.4,"R01823;R01823  sucrose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase"
K05343,3.2.1.1;5.4.99.16,"R01557;R01557  maltose alpha-D-glucosylmutase;R02108;R02108  1,4-alpha-D-glucan glucanohydrolase;R02112;R02112  1,4-alpha-D-glucan maltohydrolase;R11262;R11262  maltodextrin maltohydrolase"
K05349,3.2.1.21,"R00026;R00026  cellobiose glucohydrolase;R00306;R00306  cellobiose glucohydrolase;R02558;R02558  (R)-prunasin beta-D-glucohydrolase;R02887;R02887  1,4-beta-D-glucan glucohydrolase;R02985;R02985  amygdalin beta-glucosidase;R03527;R03527  D-glucoside glucohydrolase;R04949;R04949  cyanoglycoside glucohydrolase;R04998;R04998  beta-D-glucosyl-2-coumarinate glucohydrolase;R10035;R10035  beta-D-glucoside glucohydrolase;R10039;R10039  beta-D-glucoside glucohydrolase;R10040;R10040  beta-D-glucoside glucohydrolase;R13051;R13051  daidzein 7-O-glucoside glucohydrolase;R13052;R13052  genistein 7-O-beta-D-glucoside glucohydrolase;R13065;R13065  quercetin 3-O-glucoside glucohydrolase;R13081;R13081  naringenin 7-O-beta-D-glucoside glucohydrolase"
K05350,3.2.1.21,"R00026;R00026  cellobiose glucohydrolase;R00306;R00306  cellobiose glucohydrolase;R02558;R02558  (R)-prunasin beta-D-glucohydrolase;R02887;R02887  1,4-beta-D-glucan glucohydrolase;R02985;R02985  amygdalin beta-glucosidase;R03527;R03527  D-glucoside glucohydrolase;R04949;R04949  cyanoglycoside glucohydrolase;R04998;R04998  beta-D-glucosyl-2-coumarinate glucohydrolase;R10035;R10035  beta-D-glucoside glucohydrolase;R10039;R10039  beta-D-glucoside glucohydrolase;R10040;R10040  beta-D-glucoside glucohydrolase;R13051;R13051  daidzein 7-O-glucoside glucohydrolase;R13052;R13052  genistein 7-O-beta-D-glucoside glucohydrolase;R13065;R13065  quercetin 3-O-glucoside glucohydrolase;R13081;R13081  naringenin 7-O-beta-D-glucoside glucohydrolase"
K05358,1.1.5.8,R01873;R01873  quinate:pyrroloquinoline-quinone 3-oxidoreductase;R02415;R02415  shikimate:pyrroloquinoline-quinone 3-oxidoreductase
K05363,2.3.2.10,R08779;R08779  L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine N6-alanyltransferase
K05364,,R04519;R04519  [poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-D-muramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenol polysaccharidetransferase;R06177
K05365,2.4.99.28;3.4.16.4,R04519;R04519  [poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-D-muramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenol polysaccharidetransferase;R06177
K05366,2.4.99.28;3.4.16.4,
K05367,2.4.99.28,
K05372,,
K05375,,R10880;R10880  
K05499,,
K05515,3.4.16.4,
K05516,,
K05517,,
K05520,3.5.1.124,
K05521,3.2.2.24,
K05522,4.2.99.18,
K05523,3.5.1.124;4.2.1.130,R09796;R09796  (R)-lactate hydro-lyase
K05524,,
K05526,3.5.1.96,R00411;R00411  N-succinyl-L-glutamate amidohydrolase
K05527,,
K05539,,
K05540,,
K05541,,
K05549,1.14.12.10,"R05290;R05290  ;R05291;R05428;R05621;R05622;R05665;R08100;R08100  2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08101;R08101  2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08108;R08108  3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08109;R08109  3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08110;R08110  4-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)"
K05559,,
K05564,,
K05565,,
K05568,,
K05571,,
K05573,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K05575,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K05577,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K05579,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K05580,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K05588,7.1.1.2,R11945;R11945  NADH:ubiquinone oxidoreductase
K05589,,
K05590,5.6.2.7,
K05591,5.6.2.6,
K05592,5.6.2.7,
K05596,,
K05601,1.7.99.1,R00143;R00143  ammonia:NAD+ oxidoreductase
K05602,3.1.3.15,R03013;R03013  L-histidinol-phosphate phosphohydrolase
K05603,3.5.3.13,R02286;R02286  N-formimino-L-glutamate iminohydrolase
K05606,5.1.99.1,R02765;R02765  methylmalonyl-CoA epimerase;R09979;R09979  (2S)-ethylmalonyl-CoA epimerase
K05685,,
K05710,,"R06782;R06782  3-phenylpropanoate,NADH:oxygen oxidoreductase (2,3-hydroxylating);R06783;R06783  trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating)"
K05711,1.3.1.87,"R06784;R06784  3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate:NAD+ oxidoreductase;R06785;R06785  (2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase"
K05713,1.13.11.16,"R04376;R04376  3-(2,3-dihydroxyphenyl)propanoate:oxygen 1,2-oxidoreductase (decyclizing);R06788;R06788  (2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate:oxygen 1,2-oxidoreductase (decyclizing)"
K05774,2.7.4.23,"R06836;R06836  ATP:ribose-1,5-bisphosphate phosphotransferase"
K05775,,
K05776,,
K05778,,
K05785,,
K05786,,
K05791,,
K05792,,
K05794,,
K05795,,
K05796,,
K05798,,
K05799,,
K05800,,
K05801,,
K05802,,
K05803,,
K05805,,
K05807,,
K05808,,
K05810,2.4.2.1;2.4.2.28;3.5.4.4,R01402;R01402  S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase;R01560;R01560  adenosine aminohydrolase;R01561;R01561  adenosine:phosphate alpha-D-ribosyltransferase;R01863;R01863  inosine:phosphate alpha-D-ribosyltransferase;R02147;R02147  guanosine:phosphate alpha-D-ribosyltransferase
K05811,,
K05813,,
K05814,,
K05815,,
K05816,7.6.2.10,
K05817,,
K05820,,
K05823,3.5.1.47,"R02733;R02733  N6-acetyl-LL-2,6-diaminoheptanedioate amidohydrolase"
K05825,,R00369;R00369  L-alanine:glyoxylate aminotransferase;R00372;R00372  glycine:2-oxoglutarate aminotransferase;R01939;R01939  L-2-aminoadipate:2-oxoglutarate aminotransferase
K05826,,
K05827,6.3.2.43,R09775;R09775  LysW:L-2-aminoadipate ligase (ADP-forming)
K05833,,
K05834,,
K05836,,
K05837,2.4.99.28,
K05838,,
K05841,2.4.1.173,
K05844,,
K05845,,
K05846,,
K05847,7.6.2.9,
K05851,4.6.1.1," 3',5'-cyclic-AMP-forming); 3',5'-cyclic-GMP-forming);R00089;R00089  ATP diphosphate-lyase (cyclizing;R00434;R00434  GTP diphosphate-lyase (cyclizing"
K05874,,
K05875,,
K05876,,
K05878,2.7.1.121,R01012;R01012  phosphoenolpyruvate:glycerone phosphotransferase
K05880,,
K05884,1.1.1.337,R07136;R07136  (2R)-3-sulfolactate:NAD+ oxidoreductase
K05889,1.1.2.6,R03136;R03136  polyvinyl-alcohol:(acceptor) oxidoreductase
K05895,1.3.1.106;1.3.1.54,R05150;R05150  precorrin-6Y:NADP+ oxidoreductase;R05812;R05812  cobalt-precorrin-6B:NAD+ oxidoreductase
K05896,,
K05898,1.3.99.4,R09884;R09884  androstenedione:acceptor Delta1-oxidoreductase
K05916,1.14.12.17,
K05921,4.1.1.68,"R04134;R04134  ;R04380;R04380  5-oxopent-3-ene-1,2,5-tricarboxylate carboxy-lyase"
K05928,2.1.1.95,R07236;R07236  S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase;R07504;R07504  S-adenosyl-L-methionine:delta-tocopherol 5-O-methyltransferase;R10491;R10491  S-adenosyl-L-methionine:gamma-tocotrienol 5-O-methyltransferase;R10492;R10492  S-adenosyl-L-methionine:delta-tocotrienol 5-O-methyltransferase
K05934,2.1.1.131;2.1.1.272,R05180;R05180  S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase;R05809;R11580;R11580  S-adenosyl-L-methionine:cobalt-factor III 17-methyltransferase (ring contracting)
K05936,2.1.1.133;2.1.1.271,R05181;R05181  S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase;R05810;R05810  cobalt-precorrin-4 methyltransferase
K05939,2.3.1.40;6.2.1.20,R01406;R01406  long-chain-fatty-acid:[acyl-carrier-protein] ligase (AMP-forming);R04864;R04864  2-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase
K05946,2.4.1.187,"R05566;R05566  UDP-N-acetyl-alpha-D-mannosamine:N-acetyl-alpha-D-glucosaminyldiphospho-ditrans,octacis-undecaprenol 4-beta-N-acetylmannosaminyltransferase (configuration-inverting);R06129"
K05966,2.4.2.52,R09675;R09675  ATP:3'-dephospho-CoA 5-triphospho-alpha-D-ribosyltransferase
K05970,3.1.1.53,
K05973,3.1.1.75,R05118;R05118  
K05982,3.1.21.7,
K05984,,
K05985,3.1.26.8,
K05988,3.2.1.11,R11309;R11309  
K05989,3.2.1.40,R13063;R13063  rutin rhamnohydrolase;R13064;R13064  naringin rhamnohydrolase
K05994,3.4.11.10,
K05995,3.4.13.21,
K05996,3.4.17.18,
K05998,3.4.21.100,
K06001,4.2.1.20," L-tryptophan and glyceraldehyde-3-phosphate-forming]; L-tryptophan-forming);R00674;R00674  L-serine hydro-lyase (adding indole;R02340;R02340  (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase;R02722;R02722  L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate"
K06006,,
K06013,3.4.24.84,R09845;R09845  CAAX protease
K06015,3.5.1.81,R02192;R02192  N-acyl-D-amino acid amidohydrolase
K06016,3.5.1.6;3.5.1.87,R00905;R00905  3-ureidopropanoate amidohydrolase;R04666;R04666  (R)-3-ureidoisobutyrate amidohydrolase
K06019,3.6.1.1,
K06020,,
K06023,,
K06024,,
K06041,5.3.1.13,R01530;R01530  D-arabinose-5-phosphate aldose-ketose-isomerase
K06042,5.4.99.60;5.4.99.61,"R05177;R05177  precorrin 8X 11,12-methylmutase;R05814;R05814  precorrin-8 11,12-methylmutase"
K06044,5.4.99.15,R01824;R01824  maltodextrin 1-alpha-D-glucosylmutase;R09995
K06045,4.2.1.129;5.4.99.17,R07322;R07322  squalene mutase (cyclizing);R07323;R07323  squalene mutase (cyclizing)
K06073,,
K06076,,
K06077,,
K06078,,
K06079,,
K06080,,
K06113,3.2.1.99,
K06118,3.13.1.1,R05775;R05775  UDP-6-sulfo-6-deoxyglucose sulfohydrolase
K06131,,R07390;R07390  
